game_id,away_inning_scores,away_runs,away_team_abbr,away_team_id,away_team_name,created_at,final_headline_protected,final_headline_revealed,home_inning_scores,home_runs,home_team_abbr,home_team_id,home_team_name,last_play_order,last_polled_at,lifecycle_state,observed_at,peak_base_score,period,postseason,pregame_inputs,pregame_score,source,start_time,status,updated_at,venue
5059222,"[0, 0, 0, 0, 2, 2, 0, 0, 1]",5,ARI,1,Arizona Diamondbacks,,,,"[1, 0, 2, 0, 0, 0, 0, 0, 0]",3,LAD,14,Los Angeles Dodgers,,2026-07-13 02:15:44.940877+00,FINAL,2026-07-13 02:15:44.940877+00,,9,,,,OPERATIONAL,2026-07-12 20:00:00+00,STATUS_FINAL,2026-07-13 02:15:44.940877+00,Dodger Stadium
