id,away_score,backfilled,balls,batter_id,observed_at,game_id,home_score,inning,inning_type,outs,pitcher_id,play_order,runner_on_first,runner_on_second,runner_on_third,score_value,scoring_play,source,strikes,text,type
1013,4,t,0,22,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,2,5525,242923944,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Foul,Foul Ball
1014,4,t,0,22,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,2,5525,242923945,,,,,f,S3_BACKFILL,1,Pitch 2 : Strike 2 Foul,Foul Ball
1015,4,t,0,22,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,2,5525,242925412,,,,,f,S3_BACKFILL,2,Pitch 3 : Strike 3 Swinging,Strike Swinging
1016,4,t,0,22,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,2,5525,242925413,,,,,f,S3_BACKFILL,3,Marte struck out swinging.,Play Result
1017,4,t,0,22,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,2,5525,242925414,,,,,f,S3_BACKFILL,3,,End Batter/Pitcher
1018,4,t,0,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242925415,,,,,f,S3_BACKFILL,0,Brock Stewart pitches to Geraldo Perdomo,Start Batter/Pitcher
1019,4,t,0,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242925416,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1020,4,t,1,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242926718,,,,,f,S3_BACKFILL,0,Pitch 2 : Ball 2,Ball
1021,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,0,5525,242926720,,,,,f,S3_BACKFILL,0,Waldschmidt stole second.,Stolen Base
1022,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,0,5525,242926721,,,,,f,S3_BACKFILL,0,Waldschmidt stole second.,Play Result
1023,4,t,2,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242926722,,,,,f,S3_BACKFILL,0,Pitch 3 : Strike 1 Looking,Strike Looking
1024,4,t,2,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242928125,,,,,f,S3_BACKFILL,1,Pitch 4 : Ball In Play,Fly Out
1025,4,t,2,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242928126,,,,,f,S3_BACKFILL,1,Perdomo flied out to center.,Play Result
1026,4,t,2,5,2026-07-12 23:07:35.604308+00,5059222,3,7,Top,3,5525,242928127,,,,,f,S3_BACKFILL,1,,End Batter/Pitcher
1027,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,Mid,0,,242928128,,,,,f,S3_BACKFILL,0,Middle of the 7th inning,End Inning
1028,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,0,,242929344,,,,,f,S3_BACKFILL,0,Bottom of the 7th inning,Start Inning
1029,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,0,3618,242929345,,,,,f,S3_BACKFILL,0,Loaisiga relieved Ginkel,Play Result
1030,4,t,0,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242929346,,,,,f,S3_BACKFILL,0,Jonathan Loaisiga pitches to Teoscar Hernandez,Start Batter/Pitcher
1031,4,t,0,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242931060,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1032,4,t,1,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242932383,,,,,f,S3_BACKFILL,0,Pitch 2 : Strike 1 Looking,Strike Looking
1033,4,t,1,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242932384,,,,,f,S3_BACKFILL,1,Pitch 3 : Strike 2 Swinging,Strike Swinging
1034,4,t,1,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242932385,,,,,f,S3_BACKFILL,2,Pitch 4 : Ball 2,Ball
1035,4,t,2,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242932386,,,,,f,S3_BACKFILL,2,Pitch 5 : Strike 3 Swinging,Strike Swinging
1036,4,t,2,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242932387,,,,,f,S3_BACKFILL,3,T. Hernández struck out swinging.,Play Result
1037,4,t,2,1098,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,1,3618,242932388,,,,,f,S3_BACKFILL,3,,End Batter/Pitcher
1038,4,t,0,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242932389,,,,,f,S3_BACKFILL,0,Jonathan Loaisiga pitches to Max Muncy,Start Batter/Pitcher
1039,4,t,0,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242933826,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Swinging,Strike Swinging
1040,4,t,0,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242933827,,,,,f,S3_BACKFILL,1,Pitch 2 : Ball 1,Ball
1041,4,t,1,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242935270,,,,,f,S3_BACKFILL,1,Pitch 3 : Strike 2 Foul,Foul Ball
1042,4,t,1,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242935271,,,,,f,S3_BACKFILL,2,Pitch 4 : Ball In Play,Fly Out
1043,4,t,1,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242935272,,,,,f,S3_BACKFILL,2,Muncy flied out to left.,Play Result
1044,4,t,1,142,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242935273,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1045,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,0,,242935274,,,,,f,S3_BACKFILL,0,Rushing hit for Alfonzo,Play Result
1046,4,t,0,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242935275,,,,,f,S3_BACKFILL,0,Jonathan Loaisiga pitches to Dalton Rushing,Start Batter/Pitcher
1047,4,t,0,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242950651,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Looking,Strike Looking
1048,4,t,0,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242950652,,,,,f,S3_BACKFILL,1,Pitch 2 : Strike 2 Foul,Foul Ball
1049,4,t,0,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242950653,,,,,f,S3_BACKFILL,2,Pitch 3 : Ball 1,Ball
1050,4,t,1,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242950654,,,,,f,S3_BACKFILL,2,Pitch 4 : Strike 2 Foul,Foul Ball
1051,4,t,1,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242951614,,,,,f,S3_BACKFILL,2,Pitch 5 : Strike 2 Foul,Foul Ball
1052,4,t,1,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242951615,,,,,f,S3_BACKFILL,2,Pitch 6 : Ball 2,Ball
1053,4,t,2,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242952582,,,,,f,S3_BACKFILL,2,Pitch 7 : Ball 3,Ball
1054,4,t,3,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242952583,,,,,f,S3_BACKFILL,2,Pitch 8 : Ball 4,Ball
1055,4,t,4,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242952584,,,,,f,S3_BACKFILL,2,Rushing walked.,Play Result
1056,4,t,4,1139596,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,2,3618,242952585,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1057,4,t,0,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242952586,,,,,f,S3_BACKFILL,0,Jonathan Loaisiga pitches to Shohei Ohtani,Start Batter/Pitcher
1058,4,t,0,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242952587,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1059,4,t,1,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242953565,,,,,f,S3_BACKFILL,0,Pitch 2 : Ball 2,Ball
1060,4,t,2,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242953566,,,,,f,S3_BACKFILL,0,Pitch 3 : Strike 1 Looking,Strike Looking
1061,4,t,2,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242953567,,,,,f,S3_BACKFILL,1,Pitch 4 : Strike 2 Looking,Strike Looking
1062,4,t,2,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242954651,,,,,f,S3_BACKFILL,2,Pitch 5 : Strike 2 Foul,Foul Ball
1063,4,t,2,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242955542,,,,,f,S3_BACKFILL,2,Pitch 6 : Strike 3 Swinging,Strike Swinging
1064,4,t,2,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242955543,,,,,f,S3_BACKFILL,3,Ohtani struck out swinging.,Play Result
1065,4,t,2,208,2026-07-12 23:07:35.604308+00,5059222,3,7,Bottom,3,3618,242955544,,,,,f,S3_BACKFILL,3,,End Batter/Pitcher
1066,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,7,End,0,,242955545,,,,,f,S3_BACKFILL,0,End of the 7th inning,End Inning
1067,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,0,,242956447,,,,,f,S3_BACKFILL,0,Top of the 8th inning,Start Inning
1068,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,0,,242956448,,,,,f,S3_BACKFILL,0,Rushing catching.,Play Result
1069,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,0,2898,242956449,,,,,f,S3_BACKFILL,0,Scott relieved Stewart,Play Result
1070,4,t,0,23,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,1,2898,242956450,,,,,f,S3_BACKFILL,0,Tanner Scott pitches to Corbin Carroll,Start Batter/Pitcher
1071,4,t,0,23,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,1,2898,242957556,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1072,4,t,1,23,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,1,2898,242957557,,,,,f,S3_BACKFILL,0,Pitch 2 : Ball 2,Ball
1073,4,t,2,23,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,1,2898,242958567,,,,,f,S3_BACKFILL,0,Pitch 3 : Ball In Play,Ground Out
1074,4,t,2,23,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,1,2898,242958568,,,,,f,S3_BACKFILL,0,Carroll grounded out to pitcher.,Play Result
1075,4,t,2,23,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,1,2898,242958569,,,,,f,S3_BACKFILL,0,,End Batter/Pitcher
1076,4,t,0,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242958570,,,,,f,S3_BACKFILL,0,Tanner Scott pitches to Gabriel Moreno,Start Batter/Pitcher
1077,4,t,0,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242958571,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Swinging,Strike Swinging
1078,4,t,0,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242959590,,,,,f,S3_BACKFILL,1,Pitch 2 : Ball 1,Ball
1079,4,t,1,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242959591,,,,,f,S3_BACKFILL,1,Pitch 3 : Strike 2 Foul,Foul Ball
1080,4,t,1,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242960716,,,,,f,S3_BACKFILL,2,Pitch 4 : Strike 2 Foul,Foul Ball
1081,4,t,1,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242960717,,,,,f,S3_BACKFILL,2,Pitch 5 : Ball 2,Ball
1082,4,t,2,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242960718,,,,,f,S3_BACKFILL,2,Pitch 6 : Strike 3 Swinging,Strike Swinging
1083,4,t,2,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242960719,,,,,f,S3_BACKFILL,3,Moreno struck out swinging.,Play Result
1084,4,t,2,3,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,2,2898,242960720,,,,,f,S3_BACKFILL,3,,End Batter/Pitcher
1085,4,t,0,4,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,3,2898,242961751,,,,,f,S3_BACKFILL,0,Tanner Scott pitches to Lourdes Gurriel Jr.,Start Batter/Pitcher
1086,4,t,0,4,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,3,2898,242961752,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball In Play,Line Out
1087,4,t,0,4,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,3,2898,242961753,,,,,f,S3_BACKFILL,0,Gurriel Jr. lined out to second.,Play Result
1088,4,t,0,4,2026-07-12 23:07:35.604308+00,5059222,3,8,Top,3,2898,242961754,,,,,f,S3_BACKFILL,0,,End Batter/Pitcher
1089,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Mid,0,,242961755,,,,,f,S3_BACKFILL,0,Middle of the 8th inning,End Inning
1090,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,,242961756,,,,,f,S3_BACKFILL,0,Bottom of the 8th inning,Start Inning
1091,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242961757,,,,,f,S3_BACKFILL,0,Morillo relieved Loaisiga,Play Result
1092,4,t,0,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242961758,,,,,f,S3_BACKFILL,0,Juan Morillo pitches to Andy Pages,Start Batter/Pitcher
1093,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,,242963745,,,,,f,S3_BACKFILL,0,Barrosa in center field.,Play Result
1094,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,,242963746,,,,,f,S3_BACKFILL,0,Waldschmidt in left field.,Play Result
1095,4,t,0,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242964804,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1096,4,t,1,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242964805,,,,,f,S3_BACKFILL,0,Pitch 2 : Strike 1 Looking,Strike Looking
1097,4,t,1,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242964806,,,,,f,S3_BACKFILL,1,Pitch 3 : Ball 2,Ball
1098,4,t,2,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242964807,,,,,f,S3_BACKFILL,1,Pitch 4 : Ball 3,Ball
1099,4,t,3,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242964808,,,,,f,S3_BACKFILL,1,Pitch 5 : Strike 2 Swinging,Strike Swinging
1100,4,t,3,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242965469,,,,,f,S3_BACKFILL,2,Pitch 6 : Ball 4,Ball
1101,4,t,4,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242965470,,,,,f,S3_BACKFILL,2,Pages walked.,Play Result
1102,4,t,4,176,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,0,668631,242965471,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1103,4,t,0,130,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,2,668631,242965472,,,,,f,S3_BACKFILL,0,Juan Morillo pitches to Freddie Freeman,Start Batter/Pitcher
1104,4,t,0,130,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,2,668631,242965969,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball In Play,Ground Out
1105,4,t,0,130,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,2,668631,242965970,,,,,f,S3_BACKFILL,0,"Freeman grounded into double play, first to shortstop, Pages out at second.",Play Result
1106,4,t,0,130,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,2,668631,242965971,,,,,f,S3_BACKFILL,0,,End Batter/Pitcher
1107,4,t,0,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242965972,,,,,f,S3_BACKFILL,0,Juan Morillo pitches to Mookie Betts,Start Batter/Pitcher
1108,4,t,0,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242965973,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1109,4,t,1,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242965974,,,,,f,S3_BACKFILL,0,Pitch 2 : Strike 1 Looking,Strike Looking
1110,4,t,1,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242965975,,,,,f,S3_BACKFILL,1,Pitch 3 : Ball 2,Ball
1111,4,t,2,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242966479,,,,,f,S3_BACKFILL,1,Pitch 4 : Strike 2 Looking,Strike Looking
1112,4,t,2,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242966480,,,,,f,S3_BACKFILL,2,Pitch 5 : Ball In Play,Ground Out
1113,4,t,2,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242966481,,,,,f,S3_BACKFILL,2,Betts grounded out to first.,Play Result
1114,4,t,2,118,2026-07-12 23:07:35.604308+00,5059222,3,8,Bottom,3,668631,242966482,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1115,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,8,End,0,,242966483,,,,,f,S3_BACKFILL,0,End of the 8th inning,End Inning
1116,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,0,,242966992,,,,,f,S3_BACKFILL,0,Top of the 9th inning,Start Inning
1117,4,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,0,4162,242966993,,,,,f,S3_BACKFILL,0,Phillips relieved Scott,Play Result
1118,4,t,0,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242966994,,,,,f,S3_BACKFILL,0,Evan Phillips pitches to Ildemaro Vargas,Start Batter/Pitcher
1119,4,t,0,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242968017,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1120,4,t,1,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242968018,,,,,f,S3_BACKFILL,0,Pitch 2 : Strike 1 Looking,Strike Looking
1121,4,t,1,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242968019,,,,,f,S3_BACKFILL,1,Pitch 3 : Strike 2 Swinging,Strike Swinging
1122,4,t,1,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242968534,,,,,f,S3_BACKFILL,2,Pitch 4 : Ball In Play,Ground Out
1123,4,t,1,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242968535,,,,,f,S3_BACKFILL,2,Vargas grounded out to second.,Play Result
1124,4,t,1,183,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,1,4162,242968536,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1125,4,t,0,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242968537,,,,,f,S3_BACKFILL,0,Evan Phillips pitches to Nolan Arenado,Start Batter/Pitcher
1126,4,t,1,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242968538,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball - Overturned
1127,4,t,1,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969058,,,,,f,S3_BACKFILL,0,Pitch 2 : Strike 1 Foul,Foul Ball
1128,4,t,1,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969059,,,,,f,S3_BACKFILL,1,Pitch 3 : Ball 2,Ball
1129,4,t,2,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969581,,,,,f,S3_BACKFILL,1,Pitch 4 : Strike 2 Swinging,Strike Swinging
1130,4,t,2,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969582,,,,,f,S3_BACKFILL,2,Pitch 5 : Ball In Play,Fly Out
1131,4,t,2,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969583,,,,,f,S3_BACKFILL,2,Arenado flied out to center.,Play Result
1132,4,t,2,402,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969584,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1133,5,t,0,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969585,,,,,f,S3_BACKFILL,0,Evan Phillips pitches to Tim Tawa,Start Batter/Pitcher
1134,4,t,0,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242969586,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Foul,Foul Ball
1135,4,t,0,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242970114,,,,,f,S3_BACKFILL,1,Pitch 2 : Strike 2 Swinging,Strike Swinging
1136,4,t,0,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242970115,,,,,f,S3_BACKFILL,2,Pitch 3 : Ball 1,Ball
1137,4,t,1,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242970645,,,,,f,S3_BACKFILL,2,Pitch 4 : Ball 2,Ball
1138,5,t,2,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242970646,,,,,f,S3_BACKFILL,2,Pitch 5 : Ball In Play,Home Run
1139,5,t,2,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242970647,,,,1,t,S3_BACKFILL,2,Tawa homered to center (414 feet).,Play Result
1140,5,t,2,407585,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,2,4162,242970648,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1141,5,t,0,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242970649,,,,,f,S3_BACKFILL,0,Evan Phillips pitches to Ryan Waldschmidt,Start Batter/Pitcher
1142,5,t,0,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971184,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Foul,Foul Ball
1143,5,t,0,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971185,,,,,f,S3_BACKFILL,1,Pitch 2 : Ball 1,Ball
1144,5,t,1,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971186,,,,,f,S3_BACKFILL,1,Pitch 3 : Ball 2,Ball
1145,5,t,2,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971724,,,,,f,S3_BACKFILL,1,Pitch 4 : Strike 2 Looking,Strike Looking
1146,5,t,2,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971725,,,,,f,S3_BACKFILL,2,Pitch 5 : Ball In Play,Fly Out
1147,5,t,2,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971726,,,,,f,S3_BACKFILL,2,Waldschmidt flied out to right.,Play Result
1148,5,t,2,4838899,2026-07-12 23:07:35.604308+00,5059222,3,9,Top,3,4162,242971727,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1149,5,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,9,Mid,0,,242971728,,,,,f,S3_BACKFILL,0,Middle of the 9th inning,End Inning
1150,5,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,0,,242972271,,,,,f,S3_BACKFILL,0,Bottom of the 9th inning,Start Inning
1151,5,t,0,,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,0,2415,242972272,,,,,f,S3_BACKFILL,0,Sewald relieved Morillo,Play Result
1152,5,t,0,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242972273,,,,,f,S3_BACKFILL,0,Paul Sewald pitches to Tommy Edman,Start Batter/Pitcher
1153,5,t,0,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242975684,,,,,f,S3_BACKFILL,0,Pitch 1 : Ball 1,Ball
1154,5,t,1,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242976231,,,,,f,S3_BACKFILL,0,Pitch 2 : Strike 1 Foul,Foul Ball
1155,5,t,1,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242976232,,,,,f,S3_BACKFILL,1,Pitch 3 : Ball 2,Ball
1156,5,t,2,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242976781,,,,,f,S3_BACKFILL,1,Pitch 4 : Ball In Play,Ground Out
1157,5,t,2,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242976782,,,,,f,S3_BACKFILL,1,Edman grounded out to second.,Play Result
1158,5,t,2,160,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,1,2415,242976783,,,,,f,S3_BACKFILL,1,,End Batter/Pitcher
1159,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242976784,,,,,f,S3_BACKFILL,0,Paul Sewald pitches to Kyle Tucker,Start Batter/Pitcher
1160,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242976785,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Foul,Foul Ball
1161,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242976786,,,,,f,S3_BACKFILL,1,Pitch 2 : Strike 2 Looking,Strike Looking
1162,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242976787,,,,,f,S3_BACKFILL,2,Pitch 3 : Strike 2 Foul,Foul Ball
1163,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242977343,,,,,f,S3_BACKFILL,2,Pitch 4 : Ball In Play,Line Out
1164,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242977344,,,,,f,S3_BACKFILL,2,Tucker lined out to center.,Play Result
1165,5,t,0,678,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,2,2415,242977345,,,,,f,S3_BACKFILL,2,,End Batter/Pitcher
1166,5,t,0,1098,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,3,2415,242977346,,,,,f,S3_BACKFILL,0,Paul Sewald pitches to Teoscar Hernandez,Start Batter/Pitcher
1167,5,t,0,1098,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,3,2415,242977347,,,,,f,S3_BACKFILL,0,Pitch 1 : Strike 1 Looking,Strike Looking
1168,5,t,0,1098,2026-07-12 23:07:35.604308+00,5059222,3,9,Bottom,3,2415,242977908,,,,,f,S3_BACKFILL,1,Pitch 2 : Ball 1,Ball
